ExanteId,ISIN,Ticker
FTD.NASDAQ,US30281V1089,FTD
FTK.NYSE,US3433891021,FTK
FTR.NASDAQ,US35906A3068,FTR
FUL.NYSE,US3596941068,FUL
FULT.NASDAQ,US3602711000,FULT
FWRD.NASDAQ,US3498531017,FWRD
GABC.NASDAQ,US3738651047,GABC
GAIA.NASDAQ,US36269P1049,GAIA
GATX.NYSE,US3614481030,GATX
GBCI.NASDAQ,US37637Q1058,GBCI
GBL.NYSE,US3614381040,GBL
GBLI.NASDAQ,KYG3933F1054,GBLI
GBNK.NASDAQ,US40075T6073,GBNK
GBT.NASDAQ,US37890U1088,GBT
GBX.NYSE,US3936571013,GBX
GCAP.NYSE,US36268W1009,GCAP
GCBC.NASDAQ,US3943571071,GCBC
GCI.NYSE,US36473H1041,GCI
GCO.NYSE,US3715321028,GCO
GDEN.NASDAQ,US3810131017,GDEN
GDOT.NYSE,US39304D1028,GDOT
GEF.NYSE,US3976241071,GEF
GEF.B.NYSE,US3976242061,GEF.B
GEN.NYSE,US37185X1063,GEN
GENC.NASDAQ,US3686781085,GENC
GEO.NYSE,US36162J1060,GEO
GEOS.NASDAQ,US37364X1090,GEOS
GERN.NASDAQ,US3741631036,GERN
GES.NYSE,US4016171054,GES
GFF.NYSE,US3984331021,GFF
GHDX.NASDAQ,US37244C1018,GHDX
GHL.NYSE,US3952591044,GHL
GHM.NYSE,US3845561063,GHM
GIFI.NASDAQ,US4023071024,GIFI
GIII.NASDAQ,US36237H1014,GIII
GKOS.NYSE,US3773221029,GKOS
GLDD.NASDAQ,US3906071093,GLDD
GLNG.NASDAQ,BMG9456A1009,GLNG
GLOG.NYSE,BMG375851091,GLOG
GLRE.NASDAQ,KYG4095J1094,GLRE
GLT.NYSE,US3773161043,GLT
GLUU.NASDAQ,US3798901068,GLUU
GMED.NYSE,US3795772082,GMED
GMRE.NYSE,US37954A2042,GMRE
GMS.NYSE,US36251C1036,GMS
GNBC.NASDAQ,US39260X1000,GNBC
GNC.NYSE,US36191G1076,GNC
GNCA.NASDAQ,US3724271040,GNCA
GNE.NYSE,US3722842081,GNE
GNL.NYSE,US3793782018,GNL
GNMK.NASDAQ,US3723091043,GNMK
GNRC.NYSE,US3687361044,GNRC
GNTY.NASDAQ,US4007641065,GNTY
GNW.NYSE,US37247D1063,GNW
GOGO.NASDAQ,US38046C1099,GOGO
GOLF.NYSE,US0050981085,GOLF
GOOD.NASDAQ,US3765361080,GOOD
GOV.NASDAQ,US38376A1034,GOV
GPI.NYSE,US3989051095,GPI
GPRE.NASDAQ,US3932221043,GPRE
GPRO.NASDAQ,US38268T1034,GPRO
GPT.NYSE,US3850023082,GPT
GPX.NYSE,US36225V1044,GPX
GRBK.NASDAQ,US3927091013,GRBK
GRIF.NASDAQ,US3982311009,GRIF
GRPN.NASDAQ,US3994731079,GRPN
GRUB.NYSE,US4001101025,GRUB
GSBC.NASDAQ,US3909051076,GSBC
GSIT.NASDAQ,US36241U1060,GSIT
GTLS.NASDAQ,US16115Q3083,GTLS
GTN.NYSE,US3893751061,GTN
GTS.NYSE,PR8967491088,GTS
GTT.NYSE,US3623931009,GTT
GTY.NYSE,US3742971092,GTY
GVA.NYSE,US3873281071,GVA
GWB.NYSE,US3914161043,GWB
GWRS.NASDAQ,US3794631024,GWRS
HA.NASDAQ,US4198791018,HA
HABT.NASDAQ,US40449J1034,HABT
HAE.NYSE,US4050241003,HAE
HAFC.NASDAQ,US4104952043,HAFC
HALL.NASDAQ,US40624Q2030,HALL
HALO.NASDAQ,US40637H1095,HALO
HASI.NYSE,US41068X1000,HASI
HAYN.NASDAQ,US4208772016,HAYN
HBCP.NASDAQ,US43689E1073,HBCP
HBMD.NASDAQ,US4424961054,HBMD
HBNC.NASDAQ,US4404071049,HBNC
HBP.NASDAQ,US4484511047,HBP
HCC.NYSE,US93627C1018,HCC
HCCI.NASDAQ,US42726M1062,HCCI
HCHC.NYSE,US4041391073,HCHC
HCI.NYSE,US40416E1038,HCI
HCKT.NASDAQ,US4046091090,HCKT
HCOM.NASDAQ,US4200311060,HCOM
HCSG.NASDAQ,US4219061086,HCSG
HDP.NASDAQ,US4408941031,HDP
HDSN.NASDAQ,US4441441098,HDSN
HEES.NASDAQ,US4040301081,HEES
HELE.NASDAQ,BMG4388N1065,HELE
HF.NYSE,US40418F1084,HF
HFWA.NASDAQ,US42722X1063,HFWA
HI.NYSE,US4315711089,HI
HIBB.NASDAQ,US4285671016,HIBB
HIFR.NYSE,US45685L1008,HIFR
HIFS.NASDAQ,US4333231029,HIFS
HIIQ.NASDAQ,US42225K1060,HIIQ
HIL.NYSE,US4314661012,HIL
HIVE.NYSE,US0077861062,HIVE
HK.NYSE,US40537Q6052,HK
HL.NYSE,US4227041062,HL
HLI.NYSE,US4415931009,HLI
HLIT.NASDAQ,US4131601027,HLIT
HLNE.NASDAQ,US4074971064,HLNE
HLX.NYSE,US42330P1075,HLX
HMHC.NASDAQ,US44157R1095,HMHC
HMN.NYSE,US4403271046,HMN
HMST.NASDAQ,US43785V1026,HMST
HMSY.NASDAQ,US40425J1016,HMSY
HMTV.NASDAQ,US42365Q1031,HMTV
HNI.NYSE,US4042511000,HNI
HNRG.NASDAQ,US40609P1057,HNRG
HOFT.NASDAQ,US4390381006,HOFT
HOMB.NASDAQ,US4368932004,HOMB
HOME.NYSE,US04650Y1001,HOME
HONE.NASDAQ,US41165F1012,HONE
HOPE.NASDAQ,US43940T1097,HOPE
HOV.NYSE,US4424872038,HOV
HQY.NASDAQ,US42226A1079,HQY
HR.NYSE,US4219461047,HR
HRG.NYSE,US40434J1007,HRG
HRI.NYSE,US42704L1044,HRI
HRTG.NYSE,US42727J1025,HRTG
HRTX.NASDAQ,US4277461020,HRTX
HSC.NYSE,US4158641070,HSC
HSII.NASDAQ,US4228191023,HSII
HSKA.NASDAQ,US42805E3062,HSKA
HSTM.NASDAQ,US42222N1037,HSTM
HT.NYSE,US4278255009,HT
HTBI.NASDAQ,US4378721041,HTBI
HTBK.NASDAQ,US4269271098,HTBK
HTH.NYSE,US4327481010,HTH
HTLD.NASDAQ,US4223471040,HTLD
HTLF.NASDAQ,US42234Q1022,HTLF
HTZ.NYSE,US42806J1060,HTZ
HUBG.NASDAQ,US4433201062,HUBG
HUBS.NYSE,US4435731009,HUBS
HURC.NASDAQ,US4473241044,HURC
HURN.NASDAQ,US4474621020,HURN
HVT.NYSE,US4195961010,HVT
HWKN.NASDAQ,US4202611095,HWKN
HY.NYSE,US4491721050,HY
HZN.NYSE,US44052W1045,HZN
HZNP.NASDAQ,IE00BQPVQZ61,HZNP
HZO.NYSE,US5679081084,HZO
IART.NASDAQ,US4579852082,IART
IBCP.NASDAQ,US4538386099,IBCP
IBKC.NASDAQ,US4508281080,IBKC
IBOC.NASDAQ,US4590441030,IBOC
IBP.NYSE,US45780R1014,IBP
IBTX.NASDAQ,US45384B1061,IBTX
ICBK.NASDAQ,US2219071089,ICBK
ICD.NYSE,US4534153097,ICD
ICFI.NASDAQ,US44925C1036,ICFI
ICHR.NASDAQ,KYG4740B1059,ICHR
ICON.NASDAQ,US4510551074,ICON
ICUI.NASDAQ,US44930G1076,ICUI
IDA.NYSE,US4511071064,IDA
IDCC.NASDAQ,US45867G1013,IDCC
IDRA.NASDAQ,US45168K3068,IDRA
IDT.NYSE,US4489475073,IDT
IDTI.NASDAQ,US4581181066,IDTI
IESC.NASDAQ,US44951W1062,IESC
IHC.NYSE,US4534403070,IHC
IIIN.NASDAQ,US45774W1080,IIIN
IIVI.NASDAQ,US9021041085,IIVI
ILG.NASDAQ,US44967H1014,ILG
IMAX.NYSE,CA45245E1097,IMAX
IMDZ.NASDAQ,US45252L1035,IMDZ
IMGN.NASDAQ,US45253H1014,IMGN
IMKTA.NASDAQ,US4570301048,IMKTA
IMMR.NASDAQ,US4525211078,IMMR
IMMU.NASDAQ,US4529071080,IMMU
IMPV.NASDAQ,US45321L1008,IMPV
INAP.NASDAQ,US45885A4094,INAP
INBK.NASDAQ,US3205571017,INBK
INDB.NASDAQ,US4538361084,INDB
INFN.NASDAQ,US45667G1031,INFN
INGN.NASDAQ,US45780L1044,INGN
INN.NYSE,US8660821005,INN
INO.NASDAQ,US45773H2013,INO
INOV.NASDAQ,US45781D1019,INOV
INSE.NASDAQ,US45782N1081,INSE
INSM.NASDAQ,US4576693075,INSM
INST.NYSE,US45781U1034,INST
INSW.NYSE,MHY410531021,INSW
INSY.NASDAQ,US45824V2097,INSY
INTL.NASDAQ,US46116V1052,INTL
INVA.NASDAQ,US45781M1018,INVA
INWK.NASDAQ,US45773Y1055,INWK
IOSP.NASDAQ,US45768S1050,IOSP
IPAR.NASDAQ,US4583341098,IPAR
IPCC.NASDAQ,US45665Q1031,IPCC
IPHI.NYSE,US45772F1075,IPHI
IPHS.NASDAQ,US45774N1081,IPHS
IPI.NYSE,US46121Y1029,IPI
IRBT.NASDAQ,US4627261005,IRBT
IRDM.NASDAQ,US46269C1027,IRDM
IRET.NYSE,US4617301035,IRET
IRTC.NASDAQ,US4500561067,IRTC
IRWD.NASDAQ,US46333X1081,IRWD
ISBC.NASDAQ,US46146L1017,ISBC
ISCA.NASDAQ,US4603352018,ISCA
ISRL.NASDAQ,US4651414066,ISRL
ISTR.NASDAQ,US46134L1052,ISTR
ITCI.NASDAQ,US46116X1019,ITCI
ITG.NYSE,US46145F1057,ITG
ITGR.NYSE,US45826H1095,ITGR
ITIC.NASDAQ,US4618041069,ITIC
ITRI.NASDAQ,US4657411066,ITRI
IVAC.NASDAQ,US4611481080,IVAC
IVC.NYSE,US4612031017,IVC
IVR.NYSE,US46131B1008,IVR
JACK.NASDAQ,US4663671091,JACK
JAG.NYSE,US47009K1079,JAG
JAX.NYSE,US46609J1060,JAX
JBSS.NASDAQ,US8004221078,JBSS
JBT.NYSE,US4778391049,JBT
JCAP.NYSE,US4764051052,JCAP
JCOM.NASDAQ,US48123V1026,JCOM
JCP.NYSE,US7081601061,JCP
JELD.NYSE,US47580P1030,JELD
JILL.NYSE,US46620W1027,JILL
JJSF.NASDAQ,US4660321096,JJSF
JNCE.NASDAQ,US4811161011,JNCE
JOE.NYSE,US7901481009,JOE
JONE.NYSE,US48019R1086,JONE
JOUT.NASDAQ,US4791671088,JOUT
JRVR.NASDAQ,BMG5005R1079,JRVR
KAI.NYSE,US48282T1043,KAI
KALU.NASDAQ,US4830077040,KALU
KAMN.NYSE,US4835481031,KAMN
KBAL.NASDAQ,US4942741038,KBAL
KBH.NYSE,US48666K1097,KBH
KBR.NYSE,US48242W1062,KBR
KEG.NYSE,US49309J1034,KEG
KELYA.NASDAQ,US4881522084,KELYA
KEM.NYSE,US4883602074,KEM
KERX.NASDAQ,US4925151015,KERX
KEYW.NASDAQ,US4937231003,KEYW
KFRC.NASDAQ,US4937321010,KFRC
KFY.NYSE,US5006432000,KFY
KIN.NASDAQ,US4945771099,KIN
KINS.NASDAQ,US4967191051,KINS
KIRK.NASDAQ,US4974981056,KIRK
KLXI.NASDAQ,US4825391034,KLXI
KMG.NYSE,US4825641016,KMG
KMPR.NYSE,US4884011002,KMPR
KMT.NYSE,US4891701009,KMT
KN.NYSE,US49926D1090,KN
KND.NYSE,US4945801037,KND
KNL.NYSE,US4989042001,KNL
KNSL.NASDAQ,US49714P1084,KNSL
KNX.NYSE,US4990491049,KNX
KODK.NYSE,US2774614067,KODK
KOP.NYSE,US50060P1066,KOP
KOPN.NASDAQ,US5006001011,KOPN
KPTI.NASDAQ,US48576U1060,KPTI
KRA.NYSE,US50077C1062,KRA
KREF.NYSE,US48251K1007,KREF
KRG.NYSE,US49803T3005,KRG
KRNY.NASDAQ,US48716P1084,KRNY
KRO.NYSE,US50105F1057,KRO
KS.NYSE,US48562P1030,KS
KTOS.NASDAQ,US50077B2079,KTOS
KTWO.NASDAQ,US48273J1079,KTWO
KURA.NASDAQ,US50127T1097,KURA
KVHI.NASDAQ,US4827381017,KVHI
KW.NYSE,US4893981070,KW
KWR.NYSE,US7473161070,KWR
LABL.NASDAQ,US6253831043,LABL
LAD.NYSE,US5367971034,LAD
LADR.NYSE,US5057431042,LADR
LANC.NASDAQ,US5138471033,LANC
LAUR.NASDAQ,US5186132032,LAUR
LAWS.NASDAQ,US5207761058,LAWS
LBAI.NASDAQ,US5116371007,LBAI
LC.NYSE,US52603A1097,LC
LCI.NYSE,US5160121019,LCI
LCII.NYSE,US50189K1034,LCII
LCNB.NASDAQ,US50181P1003,LCNB
LCUT.NASDAQ,US53222Q1031,LCUT
LDL.NYSE,US5508191062,LDL
LFGR.NYSE,US52177G1022,LFGR
LFUS.NASDAQ,US5370081045,LFUS
LGIH.NASDAQ,US50187T1060,LGIH
LGND.NASDAQ,US53220K5048,LGND
LHCG.NASDAQ,US50187A1079,LHCG
LHO.NYSE,US5179421087,LHO
LIND.NASDAQ,US5352191093,LIND
LION.NASDAQ,US3163941053,LION
LITE.NASDAQ,US55024U1097,LITE
LIVN.NASDAQ,GB00BYMT0J19,LIVN
LJPC.NASDAQ,US5034596040,LJPC
LKFN.NASDAQ,US5116561003,LKFN
LKSD.NYSE,US50218P1075,LKSD
LL.NYSE,US55003T1079,LL
LLNW.NASDAQ,US53261M1045,LLNW
LMAT.NASDAQ,US5255582018,LMAT
LMNR.NASDAQ,US5327461043,LMNR
LMNX.NASDAQ,US55027E1029,LMNX
LNDC.NASDAQ,US5147661046,LNDC
LNN.NYSE,US5355551061,LNN
LNTH.NASDAQ,US5165441032,LNTH
LOB.NASDAQ,US53803X1054,LOB
LOCO.NASDAQ,US2686031079,LOCO
LOPE.NASDAQ,US38526M1062,LOPE
LORL.NASDAQ,US5438811060,LORL
LOXO.NASDAQ,US5488621013,LOXO
LPG.NYSE,MHY2106R1100,LPG
LPSN.NASDAQ,US5381461012,LPSN
LPX.NYSE,US5463471053,LPX
LQDT.NASDAQ,US53635B1070,LQDT
LRN.NYSE,US48273U1025,LRN
LSCC.NASDAQ,US5184151042,LSCC
LTC.NYSE,US5021751020,LTC
LTRPA.NASDAQ,US5314651028,LTRPA
LTXB.NASDAQ,US52471Y1064,LTXB
LWAY.NASDAQ,US5319141090,LWAY
LXP.NYSE,US5290431015,LXP
LXRX.NASDAQ,US5288723027,LXRX
LXU.NYSE,US5021601043,LXU
LYTS.NASDAQ,US50216C1080,LYTS
LZB.NYSE,US5053361078,LZB
MACK.NASDAQ,US5903282094,MACK
MANT.NASDAQ,US5645631046,MANT
MASI.NASDAQ,US5747951003,MASI
MATW.NASDAQ,US5771281012,MATW
MATX.NYSE,US57686G1058,MATX
MB.NASDAQ,US60255W1053,MB
MBCN.NASDAQ,US5963042040,MBCN
MBFI.NASDAQ,US55264U1088,MBFI
MBI.NYSE,US55262C1009,MBI
MBTF.NASDAQ,US5788771021,MBTF
MBUU.NASDAQ,US56117J1007,MBUU
MBWM.NASDAQ,US5873761044,MBWM
MCBC.NASDAQ,US5542251021,MCBC
MCFT.NASDAQ,US55276F1075,MCFT
MCRB.NASDAQ,US81750R1023,MCRB
MCRI.NASDAQ,US6090271072,MCRI
MCRN.NYSE,US59870L1061,MCRN
MCS.NYSE,US5663301068,MCS
MDC.NYSE,US5526761086,MDC
MDCA.NASDAQ,CA5526971042,MDCA
MDCO.NASDAQ,US5846881051,MDCO
MDGL.NASDAQ,US5588681057,MDGL
MDLY.NYSE,US58503T1060,MDLY
MDP.NYSE,US5894331017,MDP
MDR.NYSE,PA5800371096,MDR
MDRX.NASDAQ,US01988P1084,MDRX
MDSO.NASDAQ,US58471A1051,MDSO
MDXG.NASDAQ,US6024961012,MDXG
MED.NYSE,US58470H1014,MED
MEDP.NASDAQ,US58506Q1094,MEDP
MEET.NASDAQ,US58513U1016,MEET
MEI.NYSE,US5915202007,MEI
METC.NASDAQ,US75134P3038,METC
MFSF.NASDAQ,US62845B1044,MFSF
MG.NYSE,US60649T1079,MG
MGEE.NASDAQ,US55277P1049,MGEE
MGI.NASDAQ,US60935Y2081,MGI
MGLN.NASDAQ,US5590792074,MGLN
MGNX.NASDAQ,US5560991094,MGNX
MGPI.NASDAQ,US55303J1060,MGPI
MGRC.NASDAQ,US5805891091,MGRC
MHLD.NASDAQ,BMG5753U1128,MHLD
MHO.NYSE,US55305B1017,MHO
MINI.NASDAQ,US60740F1057,MINI
MITK.NASDAQ,US6067102003,MITK
MITT.NYSE,US0012281053,MITT
MKSI.NASDAQ,US55306N1046,MKSI
MLAB.NASDAQ,US59064R1095,MLAB
MLHR.NASDAQ,US6005441000,MLHR
MLI.NYSE,US6247561029,MLI
MLR.NYSE,US6005512040,MLR
MLVF.NASDAQ,US5614091032,MLVF
MMI.NYSE,US5663241090,MMI
MMS.NYSE,US5779331041,MMS
MMSI.NASDAQ,US5898891040,MMSI
MNOV.NASDAQ,US58468P2065,MNOV
MNR.NYSE,US6097201072,MNR
MNRO.NASDAQ,US6102361010,MNRO
MNTA.NASDAQ,US60877T1007,MNTA
MOBL.NASDAQ,US60739U2042,MOBL
MOD.NYSE,US6078281002,MOD
MODN.NYSE,US6075251024,MODN
MOFG.NASDAQ,US5985111039,MOFG
MOG.A.NYSE,US6153942023,MOG.A
MOH.NYSE,US60855R1005,MOH
MOV.NYSE,US6245801062,MOV
MPAA.NASDAQ,US6200711009,MPAA
MPO.NYSE,US59804T4076,MPO
MPWR.NASDAQ,US6098391054,MPWR
MPX.NYSE,US5684271084,MPX
MRC.NYSE,US55345K1034,MRC
MRCY.NASDAQ,US5893781089,MRCY
MRLN.NASDAQ,US5711571068,MRLN
MRT.NYSE,US58409L3069,MRT
MRTN.NASDAQ,US5730751089,MRTN
MSA.NYSE,US5534981064,MSA
MSBI.NASDAQ,US5977421057,MSBI
MSEX.NASDAQ,US5966801087,MSEX
MSGN.NYSE,US5535731062,MSGN
MSL.NYSE,US5980391057,MSL
MSTR.NASDAQ,US5949724083,MSTR
MTDR.NYSE,US5764852050,MTDR
MTG.NYSE,US5528481030,MTG
MTGE.NASDAQ,US55378A1051,MTGE
MTH.NYSE,US59001A1025,MTH
MTOR.NYSE,US59001K1007,MTOR
MTRN.NYSE,US5766901012,MTRN
MTRX.NASDAQ,US5768531056,MTRX
MTSC.NASDAQ,US5537771033,MTSC
MTSI.NASDAQ,US55405Y1001,MTSI
MTW.NYSE,US5635714059,MTW
MTX.NYSE,US6031581068,MTX
MTZ.NYSE,US5763231090,MTZ
MVIS.NASDAQ,US5949603048,MVIS
MWA.NYSE,US6247581084,MWA
MXL.NYSE,US57776J1007,MXL
MXWL.NASDAQ,US5777671067,MXWL
MYE.NYSE,US6284641098,MYE
MYGN.NASDAQ,US62855J1043,MYGN
MYOK.NASDAQ,US62857M1053,MYOK
MYRG.NASDAQ,US55405W1045,MYRG
NANO.NASDAQ,US6300771051,NANO
NAT.NYSE,BMG657731060,NAT
NATH.NASDAQ,US6323471002,NATH
NATR.NASDAQ,US6390271012,NATR
NAV.NYSE,US63934E1082,NAV
NAVG.NASDAQ,US6389041020,NAVG
NBHC.NYSE,US6337071046,NBHC
NBN.NASDAQ,US6639042091,NBN
NBTB.NASDAQ,US6287781024,NBTB
NC.NYSE,US6295791031,NC
NCBS.NASDAQ,US65406E1029,NCBS
NCI.NYSE,US63935N1072,NCI
NCMI.NASDAQ,US6353091076,NCMI
NCOM.NASDAQ,US63546L1026,NCOM
NCS.NYSE,US6288522047,NCS
NCSM.NASDAQ,US6288771024,NCSM
NDLS.NASDAQ,US65540B1052,NDLS
NE.NYSE,GB00BFG3KF26,NE
NEO.NASDAQ,US64049M2098,NEO
NEOG.NASDAQ,US6404911066,NEOG
NEOS.NASDAQ,US64052L1061,NEOS
NERV.NASDAQ,US6033801068,NERV
NEWM.NYSE,US64704V1061,NEWM
NEWR.NYSE,US64829B1008,NEWR
NFBK.NASDAQ,US66611T1088,NFBK
NGHC.NASDAQ,US6362203035,NGHC
NGS.NYSE,US63886Q1094,NGS
NGVC.NYSE,US63888U1088,NGVC
NGVT.NYSE,US45688C1071,NGVT
NH.NASDAQ,US6301041074,NH
NHI.NYSE,US63633D1046,NHI
NHTC.NASDAQ,US63888P4063,NHTC
NJR.NYSE,US6460251068,NJR
NK.NASDAQ,US63016Q1022,NK
NKSH.NASDAQ,US6348651091,NKSH
NKTR.NASDAQ,US6402681083,NKTR
NL.NYSE,US6291564077,NL
NLNK.NASDAQ,US6515111077,NLNK
NLS.NYSE,US63910B1026,NLS
NM.NYSE,MHY621961033,NM
NMIH.NASDAQ,US6292093050,NMIH
NNA.NYSE,MHY621591012,NNA
NNBR.NASDAQ,US6293371067,NNBR
NNI.NYSE,US64031N1081,NNI
NOVT.NASDAQ,CA67000B1040,NOVT
NP.NYSE,US6400791090,NP
NPK.NYSE,US6372151042,NPK
NPO.NYSE,US29355X1072,NPO
NPTN.NYSE,US64051T1007,NPTN
NR.NYSE,US6517185046,NR
NRE.NYSE,US66706L1017,NRE
NRIM.NASDAQ,US6667621097,NRIM
NSA.NYSE,US6378701063,NSA
NSIT.NASDAQ,US45765U1034,NSIT
NSM.NYSE,US63861C1099,NSM
NSP.NYSE,US45778Q1076,NSP
NSSC.NASDAQ,US6304021057,NSSC
NSTG.NASDAQ,US63009R1095,NSTG
NTB.NYSE,BMG0772R2087,NTB
NTCT.NASDAQ,US64115T1043,NTCT
NTGR.NASDAQ,US64111Q1040,NTGR
NTLA.NASDAQ,US45826J1051,NTLA
NTNX.NASDAQ,US67059N1081,NTNX
NTRA.NASDAQ,US6323071042,NTRA
NTRI.NASDAQ,US67069D1081,NTRI
NUVA.NASDAQ,US6707041058,NUVA
NVAX.NASDAQ,US6700021040,NVAX
NVCR.NASDAQ,JE00BYSS4X48,NVCR
NVEC.NASDAQ,US6294452064,NVEC
NVEE.NASDAQ,US62945V1098,NVEE
NVRO.NYSE,US64157F1030,NVRO
NVTA.NYSE,US46185L1035,NVTA
NWBI.NASDAQ,US6673401039,NWBI
NWE.NYSE,US6680743050,NWE
NWFL.NASDAQ,US6695491075,NWFL
NWHM.NYSE,US6453701079,NWHM
NWLI.NASDAQ,US6385171029,NWLI
NWN.NYSE,US6676551046,NWN
NWPX.NASDAQ,US6677461013,NWPX
NX.NYSE,US7476191041,NX
NXEO.NASDAQ,US65342H1023,NXEO
NXRT.NYSE,US65341D1028,NXRT
NXST.NASDAQ,US65336K1034,NXST
NXTM.NASDAQ,US67072V1035,NXTM
NYLD.NYSE,US62942X4051,NYLD
NYMT.NASDAQ,US6496045013,NYMT
NYMX.NASDAQ,BSP733981026,NYMX
NYNY.NASDAQ,US2920523055,NYNY
NYT.NYSE,US6501111073,NYT
OAS.NYSE,US6742151086,OAS
OBLN.NASDAQ,US67424L1008,OBLN
OCFC.NASDAQ,US6752341080,OCFC
OCLR.NASDAQ,US67555N2062,OCLR
OCN.NYSE,US6757463095,OCN
OCUL.NASDAQ,US67576A1007,OCUL
ODC.NYSE,US6778641000,ODC
ODP.NASDAQ,US6762201068,ODP
OFED.NASDAQ,US6756071055,OFED
OFG.NYSE,PR67103X1020,OFG
OFIX.NASDAQ,ANN6748L1027,OFIX
OFLX.NASDAQ,US6820951043,OFLX
OGS.NYSE,US68235P1084,OGS
OIS.NYSE,US6780261052,OIS
OKTA.NASDAQ,US6792951054,OKTA
OLBK.NASDAQ,US67984M1009,OLBK
OLLI.NASDAQ,US6811161099,OLLI
OLP.NYSE,US6824061039,OLP
OMCL.NASDAQ,US68213N1090,OMCL
OMER.NASDAQ,US6821431029,OMER
OMI.NYSE,US6907321029,OMI
OMN.NYSE,US6821291019,OMN
ONB.NASDAQ,US6800331075,ONB
ONCE.NASDAQ,US84652J1034,ONCE
ONDK.NYSE,US6821631008,ONDK
ONVO.NASDAQ,US68620A1043,ONVO
OOMA.NYSE,US6834161019,OOMA
OPB.NASDAQ,US6840001027,OPB
OPOF.NASDAQ,US6801941070,OPOF
OPY.NYSE,US6837971042,OPY
ORA.NYSE,US6866881021,ORA
ORBC.NASDAQ,US68555P1003,ORBC
ORC.NYSE,US68571X1037,ORC
ORIT.NASDAQ,US68633D1037,ORIT
ORN.NYSE,US68628V3087,ORN
ORRF.NASDAQ,US6873801053,ORRF
OSBC.NASDAQ,US6802771005,OSBC
OSG.NYSE,US69036R8631,OSG
OSIS.NASDAQ,US6710441055,OSIS
OSTK.NASDAQ,US6903701018,OSTK
OSUR.NASDAQ,US68554V1089,OSUR
OTIC.NASDAQ,US68906L1052,OTIC
OTTR.NASDAQ,US6896481032,OTTR
OVBC.NASDAQ,US6777191064,OVBC
OVID.NASDAQ,US6904691010,OVID
OXFD.NASDAQ,GB00BGFBB958,OXFD
OXM.NYSE,US6914973093,OXM
PACB.NASDAQ,US69404D1081,PACB
PAHC.NASDAQ,US71742Q1067,PAHC
PATK.NASDAQ,US7033431039,PATK
PAY.NYSE,US92342Y1091,PAY
PAYC.NYSE,US70432V1026,PAYC
PBH.NYSE,US74112D1019,PBH
PBIP.NASDAQ,US74431A1016,PBIP
PBPB.NASDAQ,US73754Y1001,PBPB
PBYI.NASDAQ,US74587V1070,PBYI
PCH.NASDAQ,US7376301039,PCH
PCMI.NASDAQ,US69323K1007,PCMI
PCRX.NASDAQ,US6951271005,PCRX
PCTY.NASDAQ,US70438V1061,PCTY
PCYG.NASDAQ,US7002153044,PCYG
PCYO.NASDAQ,US7462283034,PCYO
PDCE.NASDAQ,US69327R1014,PDCE
PDFS.NASDAQ,US6932821050,PDFS
PDLI.NASDAQ,US69329Y1047,PDLI
PDVW.NASDAQ,US69290R1041,PDVW
PEB.NYSE,US70509V1008,PEB
PEBK.NASDAQ,US7105771072,PEBK
PEBO.NASDAQ,US7097891011,PEBO
PEGA.NASDAQ,US7055731035,PEGA
PEGI.NASDAQ,US70338P1003,PEGI
PEI.NYSE,US7091021078,PEI
PEIX.NASDAQ,US69423U3059,PEIX
PENN.NASDAQ,US7075691094,PENN
PERY.NASDAQ,US2888531041,PERY
PES.NYSE,US7236641087,PES
PETS.NASDAQ,US7163821066,PETS
PETX.NASDAQ,US03874P1012,PETX
PFBC.NASDAQ,US7403674044,PFBC
PFBI.NASDAQ,US74050M1053,PFBI
PFGC.NYSE,US71377A1034,PFGC
PFIS.NASDAQ,US7110401053,PFIS
PFPT.NASDAQ,US7434241037,PFPT
PFS.NYSE,US74386T1051,PFS
PFSI.NYSE,US70932B1017,PFSI
PGC.NASDAQ,US7046991078,PGC
PGEM.NYSE,US72941W1009,PGEM
PGNX.NASDAQ,US7431871067,PGNX
PGTI.NYSE,US69336V1017,PGTI
PHH.NYSE,US6933202029,PHH
PHIIK.NASDAQ,US69336T2050,PHIIK
PHX.NYSE,US6984771062,PHX
PI.NASDAQ,US4532041096,PI
PICO.NASDAQ,US6933662057,PICO
PIR.NYSE,US7202791080,PIR
PIRS.NASDAQ,US7207951036,PIRS
PJC.NYSE,US7240781002,PJC
PJT.NYSE,US69343T1079,PJT
PKBK.NASDAQ,US7008851062,PKBK
PKD.NYSE,US7010811013,PKD
PKE.NYSE,US7004162092,PKE
PKOH.NASDAQ,US7006661000,PKOH
PLAB.NASDAQ,US7194051022,PLAB
PLAY.NASDAQ,US2383371091,PLAY
PLCE.NASDAQ,US1689051076,PLCE
PLNT.NYSE,US72703H1014,PLNT
PLOW.NYSE,US25960R1059,PLOW
PLPC.NASDAQ,US7404441047,PLPC
PLSE.NASDAQ,US74587B1017,PLSE
PLT.NYSE,US7274931085,PLT
PLUG.NASDAQ,US72919P2020,PLUG
PLUS.NASDAQ,US2942681071,PLUS
PLXS.NASDAQ,US7291321005,PLXS
PMBC.NASDAQ,US6945521002,PMBC
PMT.NYSE,US70931T1034,PMT
PMTS.NASDAQ,US12634H2004,PMTS
PNK.NASDAQ,US72348Y1055,PNK
PNM.NYSE,US69349H1077,PNM
